enabled,url,name,id
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/Ad_filter_list_by_Disconnect.txt,Polish Ad filter list Disconnect,1667256506
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/adguard_host.txt,Polish Ads MAJKIT,1667256508
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/adguard_mobile_host.txt,Adguard Mobile MajkiIT,1667256509
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/adservers.txt,Ad-servers4 MajkiIT,1667256510
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/easy_privacy_host.txt,Easy Privacy MajkiIT,1667256511
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/easylist_host.txt,Easylist MajkiIT,1667256512
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/gambling-hosts.txt,Gambling MajkiIT,1667256513
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/kad_host.txt,Polish KAD MajkiIT,1667256514
true,https://raw.githubusercontent.com/Perflyst/PiHoleBlocklist/master/android-tracking.txt,Android Tracking Perflyst,1667256515
true,https://raw.githubusercontent.com/PolishFiltersTeam/KADhosts/master/KADhosts.txt,KADhosts,1667256516
true,https://raw.githubusercontent.com/root-host/Spotify-AdBlock/master/domains2,Spotify-AdBlock,1667256517
true,https://raw.githubusercontent.com/Sekhan/TheGreatWall/master/TheGreatWall.txt,TheGreatWall,1667256518
true,https://raw.githubusercontent.com/Spam404/lists/master/main-blacklist.txt,Spam404,1667256519
true,https://s3.amazonaws.com/lists.disconnect.me/simple_ad.txt,Disconnect List,1667256520
true,https://s3.amazonaws.com/lists.disconnect.me/simple_malvertising.txt,Simple malvertising,1667256521
true,https://s3.amazonaws.com/lists.disconnect.me/simple_tracking.txt,Simple tracking,1667256522
true,https://urlhaus.abuse.ch/downloads/hostfile/,Abuse,1667256526
true,https://v.firebog.net/hosts/AdguardDNS.txt,Firebog adguard,1667256527
true,https://v.firebog.net/hosts/Admiral.txt,Firebog Admiral,1667256528
true,https://v.firebog.net/hosts/Easylist.txt,Firebog Easylist,1667256529
true,https://v.firebog.net/hosts/Easyprivacy.txt,Easyprivacy Firebog,1667256530
true,https://v.firebog.net/hosts/Prigent-Ads.txt,Firebog Prigent-ads,1667256531
true,https://v.firebog.net/hosts/Prigent-Crypto.txt,Firebog Crypto,1667256532
true,https://v.firebog.net/hosts/static/w3kbl.txt,Firebog W3KBL,1667256533
true,https://www.github.developerdan.com/hosts/lists/ads-and-tracking-extended.txt,Ad-servers5,1667256534
true,https://www.github.developerdan.com/hosts/lists/amp-hosts-extended.txt,Google AMP hosts tracking,1667256535
true,https://www.github.developerdan.com/hosts/lists/dating-services-extended.txt,Dating services block,1667256536
true,https://www.github.developerdan.com/hosts/lists/facebook-extended.txt,Facebook-extended list,1667256537
true,https://www.github.developerdan.com/hosts/lists/hate-and-junk-extended.txt,Hate Junk,1667256538
true,https://www.github.developerdan.com/hosts/lists/tracking-aggressive-extended.txt,Tracking Aggresive,1667256539
true,https://www.stopforumspam.com/downloads/toxic_domains_whole.txt,Toxic domains,1667256540
true,https://zerodot1.gitlab.io/CoinBlockerLists/hosts_browser,Crypto block2,1667256541
true,https://raw.githubusercontent.com/AdguardTeam/FiltersRegistry/master/filters/filter_11_Mobile/filter.txt,Adguard Mobile Ads,1667305801
true,https://raw.githubusercontent.com/AdguardTeam/FiltersRegistry/master/filters/filter_3_Spyware/filter.txt,Adguard Tracking Protection,1667305802
true,https://raw.githubusercontent.com/AdguardTeam/FiltersRegistry/master/filters/filter_17_TrackParam/filter.txt,Adguard URL tracking filter,1667305803
true,http://hole.cert.pl/domains/domains.txt,CERT POLSKA fraud,1667305804
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/SmartTV_ads.txt,SmartTV,1667305806
true,https://easylist-downloads.adblockplus.org/easylistpolish.txt,Easylist Polish,1667305811
true,https://raw.githubusercontent.com/RPiList/specials/master/Blocklisten/spam.mails,Spam4042,1697702837
true,https://raw.githubusercontent.com/RPiList/specials/master/Blocklisten/child-protection,Child Protection,1697702838
true,https://big.oisd.nl,OISD Big list,1697702839
false,https://nsfw.oisd.nl,OISD NFSW,1697702840
true,https://blocklistproject.github.io/Lists/adobe.txt,Adobe tracking block,1697702841
true,https://blocklistproject.github.io/Lists/tracking.txt,Tracking,1697702842
true,https://blocklistproject.github.io/Lists/scam.txt,Scam,1697702843
true,https://blocklistproject.github.io/Lists/phishing.txt,Phishing block2,1697702844
true,https://blocklistproject.github.io/Lists/malware.txt,Malware hosts2,1697702845
true,https://blocklistproject.github.io/Lists/fraud.txt,Fraud,1697702846
true,https://blocklistproject.github.io/Lists/ransomware.txt,Ransomware,1697702847
true,https://blocklistproject.github.io/Lists/smart-tv.txt,SmartTV2,1697702848
true,https://blocklistproject.github.io/Lists/drugs.txt,Drugs,1697702849
true,https://blocklistproject.github.io/Lists/crypto.txt,Crypto block,1697702850
true,https://blocklistproject.github.io/Lists/ads.txt,Ad-servers4,1697702851
true,https://blocklistproject.github.io/Lists/abuse.txt,Abuse2,1697702852
true,https://hole.cert.pl/domains/domains.txt,CERT POLSKA2,1697702853
true,https://raw.githubusercontent.com/EnergizedProtection/EnergizedBlu/master/energized/blu.txt,EnergizedBlu,1697702854
true,https://hosts.anudeep.me/mirror/CoinMiner.txt,Coin block4 miners,1697702855
true,https://raw.githubusercontent.com/d3ward/toolz/master/src/d3host.txt,D3WARD hosts,1697702856
true,https://easylist.to/easylist/easyprivacy.txt,Easy Privacy3,1697702857
true,https://secure.fanboy.co.nz/fanboy-cookiemonster.txt,Cookie Monster,1697702858
true,https://raw.githubusercontent.com/hoshsadiq/adblock-nocoin-list/master/nocoin.txt,Crypto block3,1697702861
true,https://raw.githubusercontent.com/FiltersHeroes/KADhosts/master/KADhole.txt,KAD,1697702862
true,https://raw.githubusercontent.com/AmnestyTech/investigations/master/2023-03-29_android_campaign/domains.txt,Android malware,1697702863
true,https://dl.threat-list.com/1/domains.txt,NRD Threat List,1697702864
true,https://raw.githubusercontent.com/jakejarvis/ios-trackers/master/adguard.txt,Iphone tracking,1697702865
true,https://raw.githubusercontent.com/AdguardTeam/AdguardFilters/master/SpywareFilter/sections/tracking_servers.txt,Spyware,1697702866
true,https://raw.githubusercontent.com/AdguardTeam/AdguardFilters/master/MobileFilter/sections/adservers.txt,Mobile,1697702867
true,https://raw.githubusercontent.com/AdguardTeam/AdguardFilters/master/SpywareFilter/sections/tracking_servers_firstparty.txt,Tracking2,1697702868
true,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-pihole-filters/android-tracking-pihole.txt,Android tracking MAJKIIT,1697702869
true,https://raw.githubusercontent.com/laylavish/uBlockOrigin-HUGE-AI-Blocklist/main/noai_hosts.txt,AI-Blocklist,1716865272
true,https://adguardteam.github.io/HostlistsRegistry/assets/filter_44.txt,HaGeZi's Threat Intelligence Feeds,1718074870
true,https://adguardteam.github.io/HostlistsRegistry/assets/filter_55.txt,HaGeZi's Badware Hoster Blocklist,1718074871
true,https://adguardteam.github.io/HostlistsRegistry/assets/filter_11.txt,Malicious URL Blocklist (URLHaus),1718074872
true,https://adguardteam.github.io/HostlistsRegistry/assets/filter_23.txt,WindowsSpyBlocker - Hosts spy rules,1718074873
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/apple,Apple NEXTDNS Telemmetry,1718074874
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/windows,Windows NEXTDNS Telemmetry,1718074875
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/samsung,Samsung NEXTDNS telemmetry,1718074876
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/alexa,Alexa NEXTDNS telemmetry,1718074877
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/sonos,Sonos NEXTDNS telemmetry,1718074879
true,https://raw.githubusercontent.com/nextdns/native-tracking-domains/main/domains/xiaomi,XIAOMI NEXTDNS telemmetry,1718074880
true,https://codeberg.org/lumiworx/HPT-AI-Blocklist/raw/commit/a45d8afb6f96b2c8438f45d7cbf389920bfe543d/HPT-Full-AI-List,AI Blocklist HPT,1720321270
true,https://raw.githubusercontent.com/hagezi/dns-blocklists/main/unbound/native.winoffice.blacklist.conf,Windows & Office Hagezi,1720321271
true,https://raw.githubusercontent.com/laylavish/uBlockOrigin-HUGE-AI-Blocklist/main/list.txt,AI-Blocklist,1726452075
false,https://raw.githubusercontent.com/Pyenb/Pi-hole-blocklist/main/blocklist.txt,00 FAILED PYENB - general list,1726452076
true,https://raw.githubusercontent.com/x0uid/SpotifyAdBlock/refs/heads/master/SpotifyBlocklist.txt,Spotify Blocklist Ads,1741057289
true,https://raw.githubusercontent.com/mklemmingen/StopTheToken/main/blocklist.txt,AI-Blocklist STOPTHETOKEN,1752717691
true,https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/fake.txt,FAKE websites,1752717692
true,https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/native.apple.txt,Apple Native,1752717693
true,https://raw.githubusercontent.com/hagezi/dns-blocklists/main/domains/native.winoffice.txt,Windows Office,1752717694
true,https://raw.githubusercontent.com/klabacita/pmoreno-list/main/proxies.txt,Proxies block,1752717695
true,https://raw.githubusercontent.com/nextdns/cname-cloaking-blocklist/master/domains,CNAME cloaking,1752717696
true,https://raw.githubusercontent.com/AdAway/adaway.github.io/master/hosts.txt,Ads list by AdAway - an open source ad blocker for Android,1756260096
true,https://pgl.yoyo.org/adservers/serverlist.php?hostformat=nohtml&mimetype=plaintext,Peter Lowe's Collection of Bad Domains,1756260097
true,https://raw.githubusercontent.com/Sinfonietta/hostfiles/master/gambling-hosts,Sinfonietta's collection of gambling websites,1756260098
true,https://raw.githubusercontent.com/Sinfonietta/hostfiles/master/snuff-hosts,Sinfonietta's Gore List,1756260099
true,https://raw.githubusercontent.com/Sinfonietta/hostfiles/master/pornography-hosts,Sinfonietta's Pornography List,1756260100
true,https://raw.githubusercontent.com/StevenBlack/hosts/master/data/StevenBlack/hosts,Steven Black's Original Ad-Hoc List,1756260102
true,https://raw.githubusercontent.com/safing/intel-data/master/lists/ads.txt,Safing Ads List,1756260105
true,https://raw.githubusercontent.com/safing/intel-data/master/lists/fraud.txt,Safing Fraud List,1756260107
true,https://raw.githubusercontent.com/safing/intel-data/master/lists/malware.txt,Safing Malware List,1756260108
true,https://raw.githubusercontent.com/safing/intel-data/master/lists/telemetry.txt,Safing Telemetry List,1756260110
false,https://raw.githubusercontent.com/safing/intel-data/master/lists/big-tech/google.txt,00.BIG-TECH-Google (IMPORTANT),1756260115
false,https://raw.githubusercontent.com/safing/intel-data/master/lists/big-tech/apple.txt,00.BIG-TECH-APPLE (IMPORTANT),1756260116
false,https://raw.githubusercontent.com/safing/intel-data/master/lists/big-tech/amazon.txt,00.BIG-TECH-AMAZON (IMPORTANT),1756260117
false,https://raw.githubusercontent.com/safing/intel-data/master/lists/big-tech/microsoft.txt,00.BIG-TECH-MICROSOFT (IMPORTANT),1756260119
false,https://gitlab.com/hagezi/mirror/-/raw/main/dns-blocklists/adblock/doh-vpn-proxy-bypass.txt,00.VPN-DNS-PROXY-BYPASS-PREVENTION,1756260120
